id,hostname,planet_letter,planet_name,discovery_method,orbital_period,planet_jupiter_mass
2477,Kepler-263,b,Kepler-263 b,Transit,16.568087,
2478,Kepler-263,c,Kepler-263 c,Transit,47.332773,
2479,Kepler-264,b,Kepler-264 b,Transit,40.806231,
2480,Kepler-264,c,Kepler-264 c,Transit,140.101261,
2481,Kepler-265,b,Kepler-265 b,Transit,6.846262,
2482,Kepler-265,c,Kepler-265 c,Transit,17.028937,
2483,Kepler-265,d,Kepler-265 d,Transit,43.130617,
2484,Kepler-265,e,Kepler-265 e,Transit,67.831024,
2485,Kepler-266,b,Kepler-266 b,Transit,6.61833,
2486,Kepler-266,c,Kepler-266 c,Transit,107.723601,
2487,Kepler-267,b,Kepler-267 b,Transit,3.353728,
2488,Kepler-267,c,Kepler-267 c,Transit,6.87745,
2489,Kepler-267,d,Kepler-267 d,Transit,28.464515,
2490,Kepler-268,b,Kepler-268 b,Transit,25.934138,
2491,Kepler-268,c,Kepler-268 c,Transit,83.446393,
2492,Kepler-269,b,Kepler-269 b,Transit,5.326718,
2493,Kepler-269,c,Kepler-269 c,Transit,8.127899,
2494,Kepler-27,b,Kepler-27 b,Transit,15.3348,9.11
2495,Kepler-27,c,Kepler-27 c,Transit,31.3309,13.8
2496,Kepler-270,b,Kepler-270 b,Transit,11.476094,
2497,Kepler-270,c,Kepler-270 c,Transit,25.262887,
2498,Kepler-271,b,Kepler-271 b,Transit,10.43547805,
2499,Kepler-271,c,Kepler-271 c,Transit,7.41086267,
2500,Kepler-271,d,Kepler-271 d,Transit,5.24972541,
2501,Kepler-272,b,Kepler-272 b,Transit,2.971353,
2502,Kepler-272,c,Kepler-272 c,Transit,6.057342,
2503,Kepler-272,d,Kepler-272 d,Transit,10.937304,
2504,Kepler-273,b,Kepler-273 b,Transit,2.936532,
2505,Kepler-273,c,Kepler-273 c,Transit,8.014927,
2506,Kepler-274,b,Kepler-274 b,Transit,11.634788,
2507,Kepler-274,c,Kepler-274 c,Transit,33.197861,
2508,Kepler-275,b,Kepler-275 b,Transit,10.300682,
2509,Kepler-275,c,Kepler-275 c,Transit,16.088134,
2510,Kepler-275,d,Kepler-275 d,Transit,35.676062,
2511,Kepler-276,b,Kepler-276 b,Transit,14.12841,
2512,Kepler-276,c,Kepler-276 c,Transit,31.884,0.052
2513,Kepler-276,d,Kepler-276 d,Transit,48.648,0.051
2514,Kepler-277,b,Kepler-277 b,Transit,17.324,0.275
2515,Kepler-277,c,Kepler-277 c,Transit,33.006,0.202
2516,Kepler-278,b,Kepler-278 b,Transit,30.160546,
2517,Kepler-278,c,Kepler-278 c,Transit,51.078775,
2518,Kepler-279,b,Kepler-279 b,Transit,12.309681,
2519,Kepler-279,c,Kepler-279 c,Transit,35.736,0.155
2520,Kepler-279,d,Kepler-279 d,Transit,54.414,0.118
2521,Kepler-28,b,Kepler-28 b,Transit,5.9123,1.51
2522,Kepler-28,c,Kepler-28 c,Transit,8.9858,1.36
2523,Kepler-280,b,Kepler-280 b,Transit,2.139542,
2524,Kepler-280,c,Kepler-280 c,Transit,4.807091,
2525,Kepler-281,b,Kepler-281 b,Transit,14.646008,
2526,Kepler-281,c,Kepler-281 c,Transit,36.337373,
2527,Kepler-282,b,Kepler-282 b,Transit,9.220524,
2528,Kepler-282,c,Kepler-282 c,Transit,13.638723,
2529,Kepler-282,d,Kepler-282 d,Transit,24.806,0.192
2530,Kepler-282,e,Kepler-282 e,Transit,44.347,0.177
2531,Kepler-283,b,Kepler-283 b,Transit,11.008151,
2532,Kepler-283,c,Kepler-283 c,Transit,92.743711,
2533,Kepler-284,b,Kepler-284 b,Transit,12.699149,
2534,Kepler-284,c,Kepler-284 c,Transit,37.514456,
2535,Kepler-285,b,Kepler-285 b,Transit,2.633867,
2536,Kepler-285,c,Kepler-285 c,Transit,6.186676,
2537,Kepler-286,b,Kepler-286 b,Transit,1.796302,
2538,Kepler-286,c,Kepler-286 c,Transit,3.468095,
2539,Kepler-286,d,Kepler-286 d,Transit,5.914323,
2540,Kepler-286,e,Kepler-286 e,Transit,29.221289,
2541,Kepler-287,b,Kepler-287 b,Transit,20.342199,
2542,Kepler-287,c,Kepler-287 c,Transit,44.851896,
2543,Kepler-288,b,Kepler-288 b,Transit,6.097326,
2544,Kepler-288,c,Kepler-288 c,Transit,19.305772,
2545,Kepler-288,d,Kepler-288 d,Transit,56.633742,
2546,Kepler-289,b,Kepler-289 b,Transit,34.545,0.023
2547,Kepler-289,c,Kepler-289 c,Transit,125.8518,0.42
2548,Kepler-289,d,Kepler-289 d,Transit,66.0634,0.013
2549,Kepler-29,b,Kepler-29 b,Transit,10.3384,0.01419
2550,Kepler-29,c,Kepler-29 c,Transit,13.2884,0.01259
2551,Kepler-290,b,Kepler-290 b,Transit,14.589347,
2552,Kepler-290,c,Kepler-290 c,Transit,36.77031,
2553,Kepler-291,b,Kepler-291 b,Transit,3.546511,
2554,Kepler-291,c,Kepler-291 c,Transit,5.700786,
2555,Kepler-292,b,Kepler-292 b,Transit,2.580827,
2556,Kepler-292,c,Kepler-292 c,Transit,3.715335,
2557,Kepler-292,d,Kepler-292 d,Transit,7.055679,
2558,Kepler-292,e,Kepler-292 e,Transit,11.97901,
2559,Kepler-292,f,Kepler-292 f,Transit,20.834237,
2560,Kepler-293,b,Kepler-293 b,Transit,19.254196,
2561,Kepler-293,c,Kepler-293 c,Transit,54.155743,
2562,Kepler-294,b,Kepler-294 b,Transit,3.701212,
2563,Kepler-294,c,Kepler-294 c,Transit,6.6264,
2564,Kepler-295,b,Kepler-295 b,Transit,12.645164,
2565,Kepler-295,c,Kepler-295 c,Transit,21.526258,
2566,Kepler-295,d,Kepler-295 d,Transit,33.884054,
2567,Kepler-296,b,Kepler-296 b,Transit,10.864384,
2568,Kepler-296,c,Kepler-296 c,Transit,5.8416366,
2569,Kepler-296,d,Kepler-296 d,Transit,19.850291,
2570,Kepler-296,e,Kepler-296 e,Transit,34.14211,
2571,Kepler-296,f,Kepler-296 f,Transit,63.33627,
2572,Kepler-297,b,Kepler-297 b,Transit,38.871826,
2573,Kepler-297,c,Kepler-297 c,Transit,74.920137,
2574,Kepler-298,b,Kepler-298 b,Transit,10.475464,
2575,Kepler-298,c,Kepler-298 c,Transit,22.92881,
2576,Kepler-298,d,Kepler-298 d,Transit,77.473633,
2577,Kepler-299,b,Kepler-299 b,Transit,2.927128,
2578,Kepler-299,c,Kepler-299 c,Transit,6.885875,
2579,Kepler-299,d,Kepler-299 d,Transit,15.054786,
2580,Kepler-299,e,Kepler-299 e,Transit,38.285489,
2581,Kepler-30,b,Kepler-30 b,Transit,29.33434,0.036
2582,Kepler-30,c,Kepler-30 c,Transit,60.323105,2.01
2583,Kepler-30,d,Kepler-30 d,Transit,143.34394,0.073
2584,Kepler-300,b,Kepler-300 b,Transit,10.446347,
2585,Kepler-300,c,Kepler-300 c,Transit,40.714955,
2586,Kepler-301,b,Kepler-301 b,Transit,2.508553,
2587,Kepler-301,c,Kepler-301 c,Transit,5.419026,
2588,Kepler-301,d,Kepler-301 d,Transit,13.751243,
2589,Kepler-302,b,Kepler-302 b,Transit,30.184104,
2590,Kepler-302,c,Kepler-302 c,Transit,127.282184,
2591,Kepler-303,b,Kepler-303 b,Transit,1.937055,
2592,Kepler-303,c,Kepler-303 c,Transit,7.061149,
2593,Kepler-304,b,Kepler-304 b,Transit,3.295709,
2594,Kepler-304,c,Kepler-304 c,Transit,5.315946,
2595,Kepler-304,d,Kepler-304 d,Transit,9.653471,
2596,Kepler-304,e,Kepler-304 e,Transit,1.49914695,
2597,Kepler-305,b,Kepler-305 b,Transit,5.487,0.033
2598,Kepler-305,c,Kepler-305 c,Transit,8.291,0.019
2599,Kepler-305,d,Kepler-305 d,Transit,16.738661,
2600,Kepler-306,b,Kepler-306 b,Transit,4.646186,
2601,Kepler-306,c,Kepler-306 c,Transit,7.240193,
2602,Kepler-306,d,Kepler-306 d,Transit,17.326644,
2603,Kepler-306,e,Kepler-306 e,Transit,44.840975,
2604,Kepler-307,b,Kepler-307 b,Transit,10.4208,0.02341
2605,Kepler-307,c,Kepler-307 c,Transit,13.0729,0.01145
2606,Kepler-308,b,Kepler-308 b,Transit,9.694928,
2607,Kepler-308,c,Kepler-308 c,Transit,15.38231,
2608,Kepler-309,b,Kepler-309 b,Transit,5.923653,
2609,Kepler-309,c,Kepler-309 c,Transit,105.356383,
2610,Kepler-31,b,Kepler-31 b,Transit,20.8613,
2611,Kepler-31,c,Kepler-31 c,Transit,42.6318,4.7
2612,Kepler-31,d,Kepler-31 d,Transit,87.6451,6.8
2613,Kepler-310,b,Kepler-310 b,Transit,13.930698,
2614,Kepler-310,c,Kepler-310 c,Transit,56.47542,
2615,Kepler-310,d,Kepler-310 d,Transit,92.876125,
2616,Kepler-311,b,Kepler-311 b,Transit,9.176092,
2617,Kepler-311,c,Kepler-311 c,Transit,19.738286,
2618,Kepler-312,b,Kepler-312 b,Transit,1.772419,
2619,Kepler-312,c,Kepler-312 c,Transit,19.747412,
2620,Kepler-313,b,Kepler-313 b,Transit,14.970418,
2621,Kepler-313,c,Kepler-313 c,Transit,32.273273,
2622,Kepler-314,b,Kepler-314 b,Transit,2.461069,
2623,Kepler-314,c,Kepler-314 c,Transit,5.960392,
2624,Kepler-315,b,Kepler-315 b,Transit,96.101141,
2625,Kepler-315,c,Kepler-315 c,Transit,265.469335,
2626,Kepler-316,b,Kepler-316 b,Transit,2.240508,
2627,Kepler-316,c,Kepler-316 c,Transit,6.827766,
2628,Kepler-317,b,Kepler-317 b,Transit,5.524242,
2629,Kepler-317,c,Kepler-317 c,Transit,8.77501,
2630,Kepler-318,b,Kepler-318 b,Transit,4.662715,
2631,Kepler-318,c,Kepler-318 c,Transit,11.815007,
2632,Kepler-319,b,Kepler-319 b,Transit,4.362705,
2633,Kepler-319,c,Kepler-319 c,Transit,6.941357,
2634,Kepler-319,d,Kepler-319 d,Transit,31.781925,
2635,Kepler-32,b,Kepler-32 b,Transit,5.90124,4.1
2636,Kepler-32,c,Kepler-32 c,Transit,8.7522,0.5
2637,Kepler-32,d,Kepler-32 d,Transit,22.7802,
2638,Kepler-32,e,Kepler-32 e,Transit,2.896,
2639,Kepler-32,f,Kepler-32 f,Transit,0.74296,
2640,Kepler-320,b,Kepler-320 b,Transit,8.371554,
2641,Kepler-320,c,Kepler-320 c,Transit,17.934937,
2642,Kepler-321,b,Kepler-321 b,Transit,4.915379,
2643,Kepler-321,c,Kepler-321 c,Transit,13.093921,
2644,Kepler-322,b,Kepler-322 b,Transit,1.653888,
2645,Kepler-322,c,Kepler-322 c,Transit,4.337234,
2646,Kepler-323,b,Kepler-323 b,Transit,1.678327,
2647,Kepler-323,c,Kepler-323 c,Transit,3.553822,
2648,Kepler-324,b,Kepler-324 b,Transit,4.385315,
2649,Kepler-324,c,Kepler-324 c,Transit,51.805612,
2650,Kepler-325,b,Kepler-325 b,Transit,4.544439,
2651,Kepler-325,c,Kepler-325 c,Transit,12.762172,
2652,Kepler-325,d,Kepler-325 d,Transit,38.715185,
2653,Kepler-326,b,Kepler-326 b,Transit,2.248329,
2654,Kepler-326,c,Kepler-326 c,Transit,4.580358,
2655,Kepler-326,d,Kepler-326 d,Transit,6.766888,
2656,Kepler-327,b,Kepler-327 b,Transit,2.549575,
2657,Kepler-327,c,Kepler-327 c,Transit,5.212333,
2658,Kepler-327,d,Kepler-327 d,Transit,13.969457,
2659,Kepler-328,b,Kepler-328 b,Transit,34.921,0.09
2660,Kepler-328,c,Kepler-328 c,Transit,71.312,0.124
2661,Kepler-329,b,Kepler-329 b,Transit,7.416397,
2662,Kepler-329,c,Kepler-329 c,Transit,18.684737,
2663,Kepler-33,b,Kepler-33 b,Transit,5.66793,
2664,Kepler-33,c,Kepler-33 c,Transit,13.17562,
2665,Kepler-33,d,Kepler-33 d,Transit,21.77596,
2666,Kepler-33,e,Kepler-33 e,Transit,31.7844,
2667,Kepler-33,f,Kepler-33 f,Transit,41.02902,
2668,Kepler-330,b,Kepler-330 b,Transit,8.25978,
2669,Kepler-330,c,Kepler-330 c,Transit,15.955387,
2670,Kepler-331,b,Kepler-331 b,Transit,8.457496,
2671,Kepler-331,c,Kepler-331 c,Transit,17.28111,
2672,Kepler-331,d,Kepler-331 d,Transit,32.134328,
2673,Kepler-332,b,Kepler-332 b,Transit,7.626324,
2674,Kepler-332,c,Kepler-332 c,Transit,15.995622,
2675,Kepler-332,d,Kepler-332 d,Transit,34.21154,
2676,Kepler-333,b,Kepler-333 b,Transit,12.551158,
2677,Kepler-333,c,Kepler-333 c,Transit,24.08821,
2678,Kepler-334,b,Kepler-334 b,Transit,5.470319,
2679,Kepler-334,c,Kepler-334 c,Transit,12.758005,
2680,Kepler-334,d,Kepler-334 d,Transit,25.09849,
2681,Kepler-335,b,Kepler-335 b,Transit,6.562331,
2682,Kepler-335,c,Kepler-335 c,Transit,67.844469,
2683,Kepler-336,b,Kepler-336 b,Transit,2.024823,
2684,Kepler-336,c,Kepler-336 c,Transit,9.600001,
2685,Kepler-336,d,Kepler-336 d,Transit,20.678772,
2686,Kepler-337,b,Kepler-337 b,Transit,3.292781,
2687,Kepler-337,c,Kepler-337 c,Transit,9.693201,
2688,Kepler-338,b,Kepler-338 b,Transit,13.726976,
2689,Kepler-338,c,Kepler-338 c,Transit,24.310856,
2690,Kepler-338,d,Kepler-338 d,Transit,44.431014,
2691,Kepler-338,e,Kepler-338 e,Transit Timing Variations,9.341,0.027
2692,Kepler-339,b,Kepler-339 b,Transit,4.977656,
2693,Kepler-339,c,Kepler-339 c,Transit,6.988055,
2694,Kepler-339,d,Kepler-339 d,Transit,10.558345,
2695,Kepler-34,b,Kepler-34 b,Transit,288.822,0.22
2696,Kepler-340,b,Kepler-340 b,Transit,14.844387,
2697,Kepler-340,c,Kepler-340 c,Transit,22.824669,
2698,Kepler-341,b,Kepler-341 b,Transit,5.195528,
2699,Kepler-341,c,Kepler-341 c,Transit,8.01041,
2700,Kepler-341,d,Kepler-341 d,Transit,27.666313,
2701,Kepler-341,e,Kepler-341 e,Transit,42.473269,
2702,Kepler-342,b,Kepler-342 b,Transit,15.170318,
2703,Kepler-342,c,Kepler-342 c,Transit,26.234138,
2704,Kepler-342,d,Kepler-342 d,Transit,39.459357,
2705,Kepler-342,e,Kepler-342 e,Transit,1.64422461,
2706,Kepler-343,b,Kepler-343 b,Transit,8.96855,
2707,Kepler-343,c,Kepler-343 c,Transit,23.22182,
2708,Kepler-344,b,Kepler-344 b,Transit,21.963945,
2709,Kepler-344,c,Kepler-344 c,Transit,125.596809,
2710,Kepler-345,b,Kepler-345 b,Transit,7.415563,
2711,Kepler-345,c,Kepler-345 c,Transit,9.387427,
2712,Kepler-346,b,Kepler-346 b,Transit,6.511127,
2713,Kepler-346,c,Kepler-346 c,Transit,23.851549,
2714,Kepler-347,b,Kepler-347 b,Transit,12.79836,
2715,Kepler-347,c,Kepler-347 c,Transit,27.320871,
2716,Kepler-348,b,Kepler-348 b,Transit,7.05677,
2717,Kepler-348,c,Kepler-348 c,Transit,17.265427,
2718,Kepler-349,b,Kepler-349 b,Transit,5.929778,
2719,Kepler-349,c,Kepler-349 c,Transit,12.247629,
2720,Kepler-35,b,Kepler-35 b,Transit,131.458,0.127
2721,Kepler-350,b,Kepler-350 b,Transit,11.189562,
2722,Kepler-350,c,Kepler-350 c,Transit,17.849,0.019
2723,Kepler-350,d,Kepler-350 d,Transit,26.136,0.047
2724,Kepler-351,b,Kepler-351 b,Transit,37.054919,
2725,Kepler-351,c,Kepler-351 c,Transit,57.24809,
2726,Kepler-351,d,Kepler-351 d,Transit,142.544247,
2727,Kepler-352,b,Kepler-352 b,Transit,10.05537,
2728,Kepler-352,c,Kepler-352 c,Transit,16.332995,
2729,Kepler-353,b,Kepler-353 b,Transit,5.795278,
2730,Kepler-353,c,Kepler-353 c,Transit,8.410894,
2731,Kepler-354,b,Kepler-354 b,Transit,5.47666,
2732,Kepler-354,c,Kepler-354 c,Transit,16.934402,
2733,Kepler-354,d,Kepler-354 d,Transit,24.209842,
2734,Kepler-355,b,Kepler-355 b,Transit,11.03189,
2735,Kepler-355,c,Kepler-355 c,Transit,25.762294,
2736,Kepler-356,b,Kepler-356 b,Transit,4.612696,
2737,Kepler-356,c,Kepler-356 c,Transit,13.121632,
2738,Kepler-357,b,Kepler-357 b,Transit,6.475434,
2739,Kepler-357,c,Kepler-357 c,Transit,16.85837,
2740,Kepler-357,d,Kepler-357 d,Transit,49.499875,
2741,Kepler-358,b,Kepler-358 b,Transit,34.060467,
2742,Kepler-358,c,Kepler-358 c,Transit,83.488369,
2743,Kepler-359,b,Kepler-359 b,Transit,25.563222,
2744,Kepler-359,c,Kepler-359 c,Transit,57.68802,
2745,Kepler-359,d,Kepler-359 d,Transit,77.095691,
2746,Kepler-36,b,Kepler-36 b,Transit,13.83989,0.014
2747,Kepler-36,c,Kepler-36 c,Transit,16.23855,0.025
2748,Kepler-360,b,Kepler-360 b,Transit,3.289672,
2749,Kepler-360,c,Kepler-360 c,Transit,7.186434,
2750,Kepler-361,b,Kepler-361 b,Transit,8.486616,
2751,Kepler-361,c,Kepler-361 c,Transit,55.188023,
2752,Kepler-362,b,Kepler-362 b,Transit,10.327186,
2753,Kepler-362,c,Kepler-362 c,Transit,37.866281,
2754,Kepler-363,b,Kepler-363 b,Transit,3.614568,
2755,Kepler-363,c,Kepler-363 c,Transit,7.542427,
2756,Kepler-363,d,Kepler-363 d,Transit,11.932125,
2757,Kepler-364,b,Kepler-364 b,Transit,25.745718,
2758,Kepler-364,c,Kepler-364 c,Transit,59.980627,
2759,Kepler-365,b,Kepler-365 b,Transit,10.664903,
2760,Kepler-365,c,Kepler-365 c,Transit,17.784129,
2761,Kepler-366,b,Kepler-366 b,Transit,3.281959,
2762,Kepler-366,c,Kepler-366 c,Transit,12.51616,
2763,Kepler-367,b,Kepler-367 b,Transit,37.815724,
2764,Kepler-367,c,Kepler-367 c,Transit,53.578637,
2765,Kepler-368,b,Kepler-368 b,Transit,26.84768,
2766,Kepler-368,c,Kepler-368 c,Transit,72.379334,
2767,Kepler-369,b,Kepler-369 b,Transit,2.732756,
2768,Kepler-369,c,Kepler-369 c,Transit,14.871572,
2769,Kepler-37,b,Kepler-37 b,Transit,13.36731,0.01
2770,Kepler-37,c,Kepler-37 c,Transit,21.302,0.03776
2771,Kepler-37,d,Kepler-37 d,Transit,39.7922,0.03839
2772,Kepler-37,e,Kepler-37 e,Transit Timing Variations,51.196,
2773,Kepler-370,b,Kepler-370 b,Transit,4.57953,
2774,Kepler-370,c,Kepler-370 c,Transit,19.02293,
2775,Kepler-371,b,Kepler-371 b,Transit,34.763278,
2776,Kepler-371,c,Kepler-371 c,Transit,67.968015,
2777,Kepler-372,b,Kepler-372 b,Transit,6.849692,
2778,Kepler-372,c,Kepler-372 c,Transit,20.053763,
2779,Kepler-372,d,Kepler-372 d,Transit,30.092568,
2780,Kepler-373,b,Kepler-373 b,Transit,5.535309,
2781,Kepler-373,c,Kepler-373 c,Transit,16.725948,
2782,Kepler-374,b,Kepler-374 b,Transit,1.897806,
2783,Kepler-374,c,Kepler-374 c,Transit,3.282807,
2784,Kepler-374,d,Kepler-374 d,Transit,5.028219,
2785,Kepler-375,b,Kepler-375 b,Transit,12.125934,
2786,Kepler-375,c,Kepler-375 c,Transit,19.986326,
2787,Kepler-376,b,Kepler-376 b,Transit,4.920199,
2788,Kepler-376,c,Kepler-376 c,Transit,14.172327,
2789,Kepler-377,b,Kepler-377 b,Transit,12.509529,
2790,Kepler-377,c,Kepler-377 c,Transit,27.014976,
2791,Kepler-378,b,Kepler-378 b,Transit,16.092361,
2792,Kepler-378,c,Kepler-378 c,Transit,28.906009,
2793,Kepler-379,b,Kepler-379 b,Transit,20.09838,
2794,Kepler-379,c,Kepler-379 c,Transit,62.784697,
2795,Kepler-38,b,Kepler-38 b,Transit,105.599,0.384
2796,Kepler-380,b,Kepler-380 b,Transit,3.930821,
2797,Kepler-380,c,Kepler-380 c,Transit,7.630004,
2798,Kepler-381,b,Kepler-381 b,Transit,5.629021,
2799,Kepler-381,c,Kepler-381 c,Transit,13.391635,
2800,Kepler-382,b,Kepler-382 b,Transit,5.262155,
2801,Kepler-382,c,Kepler-382 c,Transit,12.162701,
2802,Kepler-383,b,Kepler-383 b,Transit,12.904532,
2803,Kepler-383,c,Kepler-383 c,Transit,31.200751,
2804,Kepler-384,b,Kepler-384 b,Transit,22.597053,
2805,Kepler-384,c,Kepler-384 c,Transit,45.348269,
2806,Kepler-385,b,Kepler-385 b,Transit,10.043686,
2807,Kepler-385,c,Kepler-385 c,Transit,15.163161,
2808,Kepler-386,b,Kepler-386 b,Transit,12.31043,
2809,Kepler-386,c,Kepler-386 c,Transit,25.193458,
2810,Kepler-387,b,Kepler-387 b,Transit,6.791636,
2811,Kepler-387,c,Kepler-387 c,Transit,11.837549,
2812,Kepler-388,b,Kepler-388 b,Transit,3.173315,
2813,Kepler-388,c,Kepler-388 c,Transit,13.297004,
2814,Kepler-389,b,Kepler-389 b,Transit,3.244107,
2815,Kepler-389,c,Kepler-389 c,Transit,14.51143,
2816,Kepler-39,b,Kepler-39 b,Transit,21.08721,20.1
2817,Kepler-390,b,Kepler-390 b,Transit,6.738088,
2818,Kepler-390,c,Kepler-390 c,Transit,13.060022,
2819,Kepler-391,b,Kepler-391 b,Transit,7.416755,
2820,Kepler-391,c,Kepler-391 c,Transit,20.485435,
2821,Kepler-392,b,Kepler-392 b,Transit,5.341853,
2822,Kepler-392,c,Kepler-392 c,Transit,10.423118,
2823,Kepler-393,b,Kepler-393 b,Transit,9.182417,
2824,Kepler-393,c,Kepler-393 c,Transit,14.613612,
2825,Kepler-394,b,Kepler-394 b,Transit,8.005013,
2826,Kepler-394,c,Kepler-394 c,Transit,12.130686,
2827,Kepler-395,b,Kepler-395 b,Transit,7.054346,
2828,Kepler-395,c,Kepler-395 c,Transit,34.989262,
2829,Kepler-396,b,Kepler-396 b,Transit,42.994,0.238
2830,Kepler-396,c,Kepler-396 c,Transit,88.505,0.056
2831,Kepler-397,b,Kepler-397 b,Transit,22.250949,
2832,Kepler-397,c,Kepler-397 c,Transit,135.498527,
2833,Kepler-398,b,Kepler-398 b,Transit,4.081423,
2834,Kepler-398,c,Kepler-398 c,Transit,11.419412,
2835,Kepler-398,d,Kepler-398 d,Transit,6.83437001,
2836,Kepler-399,b,Kepler-399 b,Transit,14.425281,
2837,Kepler-399,c,Kepler-399 c,Transit,26.67569,
2838,Kepler-399,d,Kepler-399 d,Transit,58.034616,
2839,Kepler-4,b,Kepler-4 b,Transit,3.21346,0.077
2840,Kepler-40,b,Kepler-40 b,Transit,6.87349,2.2
2841,Kepler-400,b,Kepler-400 b,Transit,9.024389,
2842,Kepler-400,c,Kepler-400 c,Transit,17.340824,
2843,Kepler-401,b,Kepler-401 b,Transit,14.383035,
2844,Kepler-401,c,Kepler-401 c,Transit,47.318218,
2845,Kepler-401,d,Kepler-401 d,Transit,184.256405,
2846,Kepler-402,b,Kepler-402 b,Transit,4.028751,
2847,Kepler-402,c,Kepler-402 c,Transit,6.124821,
2848,Kepler-402,d,Kepler-402 d,Transit,8.921099,
2849,Kepler-402,e,Kepler-402 e,Transit,11.242861,
2850,Kepler-403,b,Kepler-403 b,Transit,7.031462,
2851,Kepler-403,c,Kepler-403 c,Transit,54.280749,
2852,Kepler-403,d,Kepler-403 d,Transit,13.61159129,
2853,Kepler-404,b,Kepler-404 b,Transit,11.829851,
2854,Kepler-404,c,Kepler-404 c,Transit,14.751166,
2855,Kepler-405,b,Kepler-405 b,Transit,10.613839,
2856,Kepler-405,c,Kepler-405 c,Transit,29.726682,
2857,Kepler-406,b,Kepler-406 b,Transit,2.42629,0.02
2858,Kepler-406,c,Kepler-406 c,Transit,4.62332,0.009
2859,Kepler-407,b,Kepler-407 b,Transit,0.66931,0.01007
2860,Kepler-407,c,Kepler-407 c,Radial Velocity,3000,12.6
2861,Kepler-408,b,Kepler-408 b,Transit,2.46502,0.01573
2862,Kepler-409,b,Kepler-409 b,Transit,68.9584,0.06922
2863,Kepler-41,b,Kepler-41 b,Transit,1.8555582,0.56
2864,Kepler-410 A,b,Kepler-410 A b,Transit,17.833648,
2865,Kepler-411,b,Kepler-411 b,Transit,3.005156,0.08055
2866,Kepler-411,c,Kepler-411 c,Transit,7.834435,0.08306
2867,Kepler-411,d,Kepler-411 d,Transit,58.02035,0.04782
2868,Kepler-411,e,Kepler-411 e,Transit Timing Variations,31.509728,0.03398
2869,Kepler-412,b,Kepler-412 b,Transit,1.7208604,0.941
2870,Kepler-413,b,Kepler-413 b,Transit,66.262,0.211
2871,Kepler-414,b,Kepler-414 b,Transit Timing Variations,4.7,0.011
2872,Kepler-414,c,Kepler-414 c,Transit Timing Variations,7.171,0.094
2873,Kepler-415,b,Kepler-415 b,Transit Timing Variations,4.176,0.377
2874,Kepler-415,c,Kepler-415 c,Transit Timing Variations,8.708,
2875,Kepler-416,b,Kepler-416 b,Transit Timing Variations,6.319,0.183
2876,Kepler-416,c,Kepler-416 c,Transit Timing Variations,12.209,
2877,Kepler-417,b,Kepler-417 b,Transit Timing Variations,12.331,0.035
2878,Kepler-417,c,Kepler-417 c,Transit Timing Variations,15.943,
2879,Kepler-418,b,Kepler-418 b,Transit,86.67856,1.1
2880,Kepler-419,b,Kepler-419 b,Transit,69.7546,2.5
2881,Kepler-419,c,Kepler-419 c,Transit Timing Variations,675.47,7.3
2882,Kepler-42,b,Kepler-42 b,Transit,1.2137672,
2883,Kepler-42,c,Kepler-42 c,Transit,0.45328509,
2884,Kepler-42,d,Kepler-42 d,Transit,1.865169,
2885,Kepler-421,b,Kepler-421 b,Transit,704.1984,
2886,Kepler-422,b,Kepler-422 b,Transit,7.8914483,0.43
2887,Kepler-423,b,Kepler-423 b,Transit,2.6843285,0.595
2888,Kepler-424,b,Kepler-424 b,Transit,3.3118644,1.03
2889,Kepler-424,c,Kepler-424 c,Radial Velocity,223.3,6.97
2890,Kepler-425,b,Kepler-425 b,Transit,3.79701816,0.25
2891,Kepler-426,b,Kepler-426 b,Transit,3.21751883,0.34
2892,Kepler-427,b,Kepler-427 b,Transit,10.290994,0.29
2893,Kepler-428,b,Kepler-428 b,Transit,3.52563254,1.27
2894,Kepler-43,b,Kepler-43 b,Transit,3.0240949,3.23
2895,Kepler-430,b,Kepler-430 b,Transit,35.968,
2896,Kepler-430,c,Kepler-430 c,Transit,110.979,
2897,Kepler-431,b,Kepler-431 b,Transit,6.803,
2898,Kepler-431,c,Kepler-431 c,Transit,8.703,
2899,Kepler-431,d,Kepler-431 d,Transit,11.922,
2900,Kepler-432,b,Kepler-432 b,Transit,52.501129,5.41
2901,Kepler-432,c,Kepler-432 c,Radial Velocity,406.2,2.43
2902,Kepler-433,b,Kepler-433 b,Transit,5.33408384,2.82
2903,Kepler-434,b,Kepler-434 b,Transit,12.8747099,2.86
2904,Kepler-435,b,Kepler-435 b,Transit,8.6001536,0.84
2905,Kepler-436,b,Kepler-436 b,Transit,64.00205,
2906,Kepler-436,c,Kepler-436 c,Transit,16.79713874,
2907,Kepler-437,b,Kepler-437 b,Transit,66.65062,
2908,Kepler-438,b,Kepler-438 b,Transit,35.23319,
2909,Kepler-439,b,Kepler-439 b,Transit,178.1396,
2910,Kepler-44,b,Kepler-44 b,Transit,3.2467293,1
2911,Kepler-440,b,Kepler-440 b,Transit,101.11141,
2912,Kepler-441,b,Kepler-441 b,Transit,207.2482,
2913,Kepler-442,b,Kepler-442 b,Transit,112.3053,
2914,Kepler-443,b,Kepler-443 b,Transit,177.6693,
2915,Kepler-444,b,Kepler-444 b,Transit,3.6001053,
